target,text,clean_text
NEGATIVE,"Just finished Outreach Com. Today is Yellow Day at VBS, 220 kids + leaders in Yellow Shirts-Fun! I didn't get the memo &amp; wore blue.   !",Just finished Outreach Com Today is Yellow Day at VBS kids leaders in Yellow ShirtsFun I didnt get the memo amp wore blue 
NEGATIVE,naww that movie is actually kinda sad ,naww that movie is actually kinda sad 
POSITIVE,"Masala Wok with @CabbyJames was awesome and enlightening, as always. Great to be back in Houston! ",Masala Wok with CabbyJames was awesome and enlightening as always Great to be back in Houston 
NEGATIVE,the albert heijn nearest to my house sucks!  almost all the good things were sold out.. is thuesday restock day? Maybe tomorrow is better!,the albert heijn nearest to my house sucks almost all the good things were sold out is thuesday restock day Maybe tomorrow is better
POSITIVE,"im up, straightening the hair ",im up straightening the hair 
POSITIVE,@BrittanyASnow will u follow @natsha_x ? thanks hun ,BrittanyASnow will u follow natshax thanks hun 
NEGATIVE,Also...how am I supposed to shower w/no shower curtain? The shower rod broke  I tried yest &amp; got water all over the floor lol,Alsohow am I supposed to shower wno shower curtain The shower rod broke I tried yest amp got water all over the floor lol
NEGATIVE,Being bedridden is all the more depressing when you're forced to miss out on a night of hijinks. ,Being bedridden is all the more depressing when youre forced to miss out on a night of hijinks 
NEGATIVE,my dog abandoned me this morning... ,my dog abandoned me this morning 
POSITIVE,@laurastylez SAVE ME!!! but wait only if it's worth leaving brooklyn ,laurastylez SAVE ME but wait only if its worth leaving brooklyn 
POSITIVE,@BrentO what about aPORKalype Now for the made for TV movie? ,BrentO what about aPORKalype Now for the made for TV movie 
POSITIVE,update my picture ,update my picture 
NEGATIVE,think city have given up!! ,think city have given up 
POSITIVE,@SparkPeople I plan to spend the weekend larping. Plenty of exercise! ,SparkPeople I plan to spend the weekend larping Plenty of exercise 
NEGATIVE,@KMC1121 Hey good morning bud! I expect Twitter to pay a special Bday tribute 2 me  and work on ya vocals now #nofakery lol!, Hey good morning bud I expect Twitter to pay a special Bday tribute me and work on ya vocals now nofakery lol
POSITIVE,In Texas @ school again.. Nashville was way better than 7:30am class.. Juuuuuuust sayin. ,In Texas school again Nashville was way better than class Juuuuuuust sayin 
NEGATIVE,@mileycyrus if you were with me you wouldn't be so ,mileycyrus if you were with me you wouldnt be so 
POSITIVE,@MsLaurenLondon One day I'm going to work with you... I really like and look up to you  Sincerely Mizz Nina E.,MsLaurenLondon One day Im going to work with you I really like and look up to you Sincerely Mizz Nina E
POSITIVE,n now the game of how many clothes can i fit in my suitcase begins!!! ima win this time!!!!  lol... i kinda hate packing!!,n now the game of how many clothes can i fit in my suitcase begins ima win this time lol i kinda hate packing
NEGATIVE,@luie01 not overly i can scrunch it so the curl is there. Still sat waiting , not overly i can scrunch it so the curl is there Still sat waiting 
POSITIVE,@paulabdulfan Its Proper Cute!  Lol! =P,paulabdulfan Its Proper Cute Lol P
POSITIVE,"@xo_mcflyandjb no hes not! ive got to keep telling myself hes going to say no bcoz then IF he says yes, it'll be a suprise  x",xomcflyandjb no hes not ive got to keep telling myself hes going to say no bcoz then IF he says yes itll be a suprise x
NEGATIVE,"and, where is the sun today? London sucks-bet it's sunny in Essex-wanna be back there ",and where is the sun today London sucksbet its sunny in Essexwanna be back there 
NEGATIVE,"@fabulousmscarr i was gonna see if we could shop then, i have to appliance shop tomorrow ",fabulousmscarr i was gonna see if we could shop then i have to appliance shop tomorrow 
POSITIVE,@cardiodoctor2be Great! Prob would be better if you were here , Great Prob would be better if you were here 
POSITIVE,bored! it's raining! boo! but it being friday makes it better! ,bored its raining boo but it being friday makes it better 
NEGATIVE,Cyrket down ,Cyrket down 
POSITIVE,"Getting ready for school... click my ads, everyone!  Tell me, and I'll click yours back! 8D",Getting ready for school click my ads everyone Tell me and Ill click yours back 
POSITIVE,@khali_blache Me too ,khaliblache Me too 
NEGATIVE,"right in time for the mega event, my old etrex GPS gave up  #projectgame",right in time for the mega event my old etrex GPS gave up projectgame
NEGATIVE,"When someone says &quot;I had a nightmare about you&quot; I feel badass. &quot;Yeah, I'm the stuff nightmares are made of!&quot; ...Unless it was a sex dream ",When someone says quotI had a nightmare about youquot I feel badass quotYeah Im the stuff nightmares are made ofquot Unless it was a sex dream 
NEGATIVE,@Oparks5683 she was tryin not to be a bully...but this big black chick kept f*ckin with her and she pushe my Carly! , she was tryin not to be a bullybut this big black chick kept fckin with her and she pushe my Carly 
POSITIVE,@patricklanglois The Clash &amp; Phantom Planet! ,patricklanglois The Clash amp Phantom Planet 
POSITIVE,@popculturezoo good to know that the implosions aren't too much of a deterrent. LOL. Let me know if I can do anything to help out! ,popculturezoo good to know that the implosions arent too much of a deterrent LOL Let me know if I can do anything to help out 
POSITIVE,Going To Go See My Younger Brother Whos Home For A Visit ,Going To Go See My Younger Brother Whos Home For A Visit 
POSITIVE,"@tommcfly oi,te amo *-* (u don't need google translate this time,did u ?  )",tommcfly oite amo u dont need google translate this timedid u 
NEGATIVE,@ZRHERO Haha.. I would but it dsnt look good when its tiled.. ,ZRHERO Haha I would but it dsnt look good when its tiled 
POSITIVE,@clairehearty Howdy ,clairehearty Howdy 
NEGATIVE,@iarerawbot sleep so early again ?  ahhaha,iarerawbot sleep so early again ahhaha
NEGATIVE,my weekend was AMAZING!! wow! .. now back to work! ,my weekend was AMAZING wow now back to work 
POSITIVE,@joycecutliff I'm 100% anti-religious so no blessings necessary. I actually enjoyed tweeting with you...even if you are a religious nut ,joycecutliff Im antireligious so no blessings necessary I actually enjoyed tweeting with youeven if you are a religious nut 
NEGATIVE,Time to rally the troops for the indoor soccer game ... wish I could play ,Time to rally the troops for the indoor soccer game wish I could play 
POSITIVE,@shereemcfly09 yeah its going to be freaking awesome  you upto much? LoveYouJonesy &lt;3 XxxX, yeah its going to be freaking awesome you upto much LoveYouJonesy lt XxxX
NEGATIVE,"Shopping , shopping , shopping all day with the boo , heading home now . Got a load of study waiting for me ",Shopping shopping shopping all day with the boo heading home now Got a load of study waiting for me 
POSITIVE,going to homework help night ,going to homework help night 
POSITIVE,@KristiToliver Good luck! Strange to see you &amp; Marissa on different teams but we will all soldier on! ,KristiToliver Good luck Strange to see you amp Marissa on different teams but we will all soldier on 
NEGATIVE,Public Enemies kayaknya kok gak maen on time ya di sini huks  can't hardly wait for it!!!!!!!,Public Enemies kayaknya kok gak maen on time ya di sini huks cant hardly wait for it
POSITIVE,@rosaliiinda @highsongbird trynna do laundry in my bldg...dont want ass hangin out just in case a neighbor  comes out ,rosaliiinda highsongbird trynna do laundry in my bldgdont want ass hangin out just in case a neighbor comes out 
POSITIVE,Wow I need to go see a chiropractor..my back hurts so bad..maybe tyler can help*wink wink* haha..but I get to see momma today  finally,Wow I need to go see a chiropractormy back hurts so badmaybe tyler can helpwink wink hahabut I get to see momma today finally
POSITIVE,Wooooo! About to party party at mi casita! ,Wooooo About to party party at mi casita 
NEGATIVE,Nobody's textin me back....  Grrrr!,Nobodys textin me back Grrrr
NEGATIVE,...still can't get over the judge calling me an apple  raccoon eyes for the win from sunburn with shades on.,still cant get over the judge calling me an apple raccoon eyes for the win from sunburn with shades on
POSITIVE,6 Days til DISNEY WORLD!!!!  YIPPEEE!!!, Days til DISNEY WORLD YIPPEEE
NEGATIVE,"I miss my dog, I hope he likes his new home. ",I miss my dog I hope he likes his new home 
POSITIVE,"@Maiseyjon Haha, he'd just had the most soul-destroying day and wanted to pass out on my couch apparently! ",Maiseyjon Haha hed just had the most souldestroying day and wanted to pass out on my couch apparently 
NEGATIVE,I want a new piercing but I'm all out creative 1's something not too painfull ,I want a new piercing but Im all out creative s something not too painfull 
NEGATIVE,is heading to the big reunion dinner. Disappointed in a few folks who still live in town but aren't coming. ,is heading to the big reunion dinner Disappointed in a few folks who still live in town but arent coming 
POSITIVE,"Naps are great when you're sick, but I feel like I lost a day....happy that I didn't ",Naps are great when youre sick but I feel like I lost a dayhappy that I didnt 
POSITIVE,@simoncurtis Yay Debby Ryan's bday party!! I Love @jennettemccurdy Whoop Whoop In&amp;Out after  Mrs.CJBaran&lt;3,simoncurtis Yay Debby Ryans bday party I Love jennettemccurdy Whoop Whoop InampOut after MrsCJBaranlt
POSITIVE,@nedrie ROFLMAO! You buttmunch ,nedrie ROFLMAO You buttmunch 
NEGATIVE,The cuuuuuuuurrrrrssee! Nooooooooooooo Whhyyy?  TayHO,The cuuuuuuuurrrrrssee Nooooooooooooo Whhyyy TayHO
NEGATIVE,thinking about getting dressed &amp; going to empty *everything* for artshows out of my probably totalled car ,thinking about getting dressed amp going to empty everything for artshows out of my probably totalled car 
NEGATIVE,Can't sleep  Where is the off button on this damned thing?,Cant sleep Where is the off button on this damned thing
NEGATIVE,I gotta find better ways to work out...I need to lose weight ,I gotta find better ways to work outI need to lose weight 
NEGATIVE,Just finished playing a KEYBOARD for the Mariner's awards....I strongly dislike playing keyboards and the back wrenching bench i sit on ,Just finished playing a KEYBOARD for the Mariners awardsI strongly dislike playing keyboards and the back wrenching bench i sit on 
NEGATIVE,i love the seventh book of harry potter!!!!  want to read it again but i dont the money to buy ,i love the seventh book of harry potter want to read it again but i dont the money to buy 
NEGATIVE,wants to compete! i want hard competition! i want to rally. i want to feel the power coming out of the engine! i want to compete ,wants to compete i want hard competition i want to rally i want to feel the power coming out of the engine i want to compete 
POSITIVE,Ben Stiller and Owen Wilson are my favoritest actors ever... &lt;3 ,Ben Stiller and Owen Wilson are my favoritest actors ever lt 
NEGATIVE,most of the tasks are done. Days are passing by so fast and it feels like nothing is being done ... well moving on to dev on wordpress ,most of the tasks are done Days are passing by so fast and it feels like nothing is being done well moving on to dev on wordpress 
NEGATIVE,"how is it sum ppl r born famous, it comes easy to sum n others earn it, why cant i just be the 1 BORN famous? i dont no how to earn it ",how is it sum ppl r born famous it comes easy to sum n others earn it why cant i just be the BORN famous i dont no how to earn it 
NEGATIVE,Got a sink full of dishes to do before I can go play ,Got a sink full of dishes to do before I can go play 
POSITIVE,@skrobertson Be Back In Fivee Maybe Ten ,skrobertson Be Back In Fivee Maybe Ten 
NEGATIVE,@Albinha26 Awe! U just blew me off!! I'm sad now , Awe U just blew me off Im sad now 
NEGATIVE,"I wanna do CG.How many days I haven't hold my tablet pen?  I wanna eat pizza,too.",I wanna do CGHow many days I havent hold my tablet pen I wanna eat pizzatoo
